-87.607925262	41.765836163
-87.757786441	41.920434991
-87.710364565	41.859954107
-87.647632378	41.928241058
-87.627075368	41.852216317
-87.628942582	41.828220982
-87.625155802	41.679215014
-87.690730816	41.801044453
-87.643562231	41.826679611
-87.625155802	41.679215014
-87.767143327	41.971326413
-87.582521379	41.794570294
-87.664404653	41.815883421
-87.768887632	41.937435705
-87.77459472	41.926577272
-87.686876342	41.79519122
-87.694524884	41.818585099
-87.632760809	41.823631219
-87.685350418	41.7070437
-87.691954321	41.814797394
-87.638805135	41.844516108
-87.652798997	41.781451339
-87.776056941	41.933793464
-87.579798041	41.758122033
-87.65923174	41.840057637
-87.625320098	41.68459767
-87.704461676	41.996523955
-87.652662023	41.802718744
-87.60233169	41.802305207
-87.751282465	41.880421366
-87.761740038	41.878017787
-87.731227769	41.91027686
-87.642228591	41.868447451
-87.732630528	41.916222728
-87.721187148	41.858346536
-87.611574008	41.774857681
-87.772838203	41.890037416
-87.627026373	41.850330711
-87.719606993	41.930648869
-87.722331875	41.807092394
-87.783396923	41.935428738
-87.640060441	41.881883933
-87.749942588	41.936053967
-87.654550627	41.954719937
-87.586085395	41.756714109
-87.752200474	41.906759778
-87.657171844	41.857940844
-87.722849361	41.908953808
-87.625155802	41.679215014
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
-87.727592985	41.865326216
